지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),이슬점온도(°C),일조(hr),일사(MJ/m2),적설(cm),지면온도(°C)
133,대전,2026/01/20 11:00,-6,,2,340,35,-19,1,1.28,,-1.6
133,대전,2026/01/20 12:00,-4.5,,2,320,30,-19.5,1,1.86,,-1.3
133,대전,2026/01/20 13:00,-2.5,,1.5,340,27,-18.9,1,2.16,,-0.9
133,대전,2026/01/20 14:00,-1.8,,2.3,320,26,-18.8,1,2.09,,-1.1
133,대전,2026/01/20 15:00,-0.7,,2.3,320,25,-18.3,1,1.78,,-1.1
133,대전,2026/01/20 16:00,-1.2,,2.6,340,32,-15.8,1,1.26,,-1.3
133,대전,2026/01/20 17:00,-3,,2.8,20,35,-16.3,0.9,0.6,,-2.2
133,대전,2026/01/20 18:00,-4.5,,2.5,20,41,-15.7,0,0.05,,-3.3
133,대전,2026/01/20 19:00,-5.7,,2,20,49,-14.7,,,,-3.8
133,대전,2026/01/20 20:00,-6.7,,2.2,20,54,-14.4,,,,-4.1
133,대전,2026/01/20 21:00,-7.4,,2,50,56,-14.6,,,,-4.4
133,대전,2026/01/20 22:00,-7.8,,1.3,360,57,-14.8,,,,-4.6
133,대전,2026/01/20 23:00,-8,,0.9,340,60,-14.4,,,,-4.8
133,대전,2026/01/21 0:00,-8.5,,1.6,340,65,-13.9,,,,-5
133,대전,2026/01/21 1:00,-8.8,,1.4,340,66,-14,,,,-5
133,대전,2026/01/21 2:00,-8.7,,0.8,320,69,-13.3,,,,-5.1
133,대전,2026/01/21 3:00,-8.9,0,1,320,70,-13.3,,,,-5.4
133,대전,2026/01/21 4:00,-8.3,,2.3,320,70,-12.8,,,,-5.5
133,대전,2026/01/21 5:00,-8.7,,1.6,320,73,-12.6,,,,-5.6
133,대전,2026/01/21 6:00,-9.2,0,0.8,360,78,-12.3,,,,-5.2
133,대전,2026/01/21 7:00,-9.5,,2.4,20,80,-12.3,,,,-5.5
133,대전,2026/01/21 8:00,-10,,2,360,78,-13.1,0,0.01,,-5.9
133,대전,2026/01/21 9:00,-9.1,0,1.6,360,72,-13.2,0.6,0.29,,-5.1
133,대전,2026/01/21 10:00,-6.7,,1.3,320,63,-12.5,1,1.07,,-3.2
133,대전,2026/01/21 11:00,-5.8,,2.8,320,52,-14.1,0.9,1.6,,-1.8
133,대전,2026/01/21 12:00,-4.4,,2.9,320,48,-13.7,1,1.92,,-1.4
133,대전,2026/01/21 13:00,-3.7,,5.1,320,43,-14.4,1,2.28,,-1.2
133,대전,2026/01/21 14:00,-3,,3.7,320,35,-16.3,1,2.21,,-1.3
133,대전,2026/01/21 15:00,-3,,4.2,320,32,-17.4,1,1.85,,-1.7
133,대전,2026/01/21 16:00,-3.1,,4,320,33,-17.1,1,1.34,,-2.1
133,대전,2026/01/21 17:00,-5.1,,3.4,320,37,-17.5,1,0.67,,-3.3
133,대전,2026/01/21 18:00,-6,,2.9,320,42,-16.8,0,0.05,,-4.4
133,대전,2026/01/21 19:00,-6.9,,2.8,320,47,-16.3,,,,-5
133,대전,2026/01/21 20:00,-7.4,,2.3,320,50,-16,,,,-5.4
133,대전,2026/01/21 21:00,-7.6,,1.6,290,54,-15.3,,,,-5.6
133,대전,2026/01/21 22:00,-7.9,,1.8,290,58,-14.7,,,,-5.7
133,대전,2026/01/21 23:00,-8.2,,2.6,320,58,-15,,,,-5.9
133,대전,2026/01/22 0:00,-8.4,,2.2,320,58,-15.2,,,,-6.1
133,대전,2026/01/22 1:00,-8.8,,1.5,290,60,-15.1,,,,-6.1
133,대전,2026/01/22 2:00,-8.9,,2.1,360,74,-12.6,,,,-5.4
133,대전,2026/01/22 3:00,-10.1,0,2.1,20,68,-14.8,,,0,-5.7
133,대전,2026/01/22 4:00,-11,,1.7,20,66,-16.1,,,,-6.5
133,대전,2026/01/22 5:00,-11.7,,0.7,50,65,-16.9,,,,-7.1
133,대전,2026/01/22 6:00,-11.9,,0.1,0,66,-16.9,,,,-7.5
133,대전,2026/01/22 7:00,-12.1,,0.4,0,69,-16.6,,,,-7.7
133,대전,2026/01/22 8:00,-12,,0.9,340,72,-16,0.2,0.01,,-7.8
133,대전,2026/01/22 9:00,-9.1,,1.2,320,57,-16,1,0.42,,-6
133,대전,2026/01/22 10:00,-7.5,,3.3,320,49,-16.3,1,1.08,,-4.4
133,대전,2026/01/22 11:00,-6.2,,3.3,320,44,-16.4,1,1.67,,-3.4
133,대전,2026/01/22 12:00,-4,,4.3,320,33,-17.9,1,2.04,,-2.6
133,대전,2026/01/22 13:00,-2.3,,4.1,320,31,-17.1,1,2.22,,-1.6
133,대전,2026/01/22 14:00,-2.5,,5,320,34,-16.2,1,2.2,,-1.3
133,대전,2026/01/22 15:00,-1.6,,5.1,320,34,-15.4,1,1.86,,-1.5
133,대전,2026/01/22 16:00,-2,,3.9,320,34,-15.8,1,1.32,,-2
133,대전,2026/01/22 17:00,-3.5,,4.1,320,39,-15.4,1,0.69,,-3
133,대전,2026/01/22 18:00,-4.6,,3.8,320,46,-14.4,0,0.06,,-4.1
133,대전,2026/01/22 19:00,-5.3,,2.4,320,51,-13.8,,,,-4.7
133,대전,2026/01/22 20:00,-6.8,,1,360,57,-13.9,,,,-5.4
133,대전,2026/01/22 21:00,-7,,0.7,290,60,-13.4,,,,-5.8
133,대전,2026/01/22 22:00,-6.5,,1.5,290,60,-12.9,,,,-5.9
133,대전,2026/01/22 23:00,-6.6,,1.5,230,61,-12.8,,,,-6
133,대전,2026/01/23 0:00,-7,,1.6,250,65,-12.4,,,,-6.2
133,대전,2026/01/23 1:00,-7.6,,1.1,270,68,-12.4,,,,-6.3
133,대전,2026/01/23 2:00,-8.3,,1,340,71,-12.6,,,,-6.2
133,대전,2026/01/23 3:00,-8.5,,0.1,0,75,-12.1,,,,-6.6
133,대전,2026/01/23 4:00,-9,,0.8,270,77,-12.3,,,,-6.8
133,대전,2026/01/23 5:00,-9.3,,1.4,340,77,-12.5,,,,-6.9
133,대전,2026/01/23 6:00,-9.6,,1.2,320,80,-12.4,,,,-7.1
133,대전,2026/01/23 7:00,-9.7,,0.9,320,79,-12.6,,,,-7.1
133,대전,2026/01/23 8:00,-9.9,,1.1,340,81,-12.5,0,0.01,,-7.1
133,대전,2026/01/23 9:00,-7.7,,0.4,0,74,-11.5,0.9,0.33,,-5.4
133,대전,2026/01/23 10:00,-4.8,,1.4,180,64,-10.5,0.9,0.89,,-3.2
133,대전,2026/01/23 11:00,-2.9,,1.5,160,54,-10.9,0.9,1.45,,-1.7
133,대전,2026/01/23 12:00,-0.8,,1.8,160,40,-12.7,1,1.84,,-1.1
133,대전,2026/01/23 13:00,0,,2.5,200,38,-12.6,1,2,,-0.6
133,대전,2026/01/23 14:00,0.5,,0.9,200,39,-11.8,0.5,1.43,,-0.4
133,대전,2026/01/23 15:00,1.3,,0.6,290,39,-11.1,0.3,1.1,,-0.3
133,대전,2026/01/23 16:00,0.7,,2.7,340,44,-10.1,0.2,0.64,,-0.6
133,대전,2026/01/23 17:00,0.2,,1.6,320,51,-8.7,0,0.3,,-0.9
133,대전,2026/01/23 18:00,-0.7,,0.7,250,62,-7,0,0.06,,-1.2
133,대전,2026/01/23 19:00,-1.2,,1.2,200,68,-6.3,,,,-1.3
133,대전,2026/01/23 20:00,-1.5,,2.2,200,70,-6.2,,,,-1.7
133,대전,2026/01/23 21:00,-2,,2.9,200,75,-5.8,,,,-2.6
133,대전,2026/01/23 22:00,-2.5,,1.9,230,78,-5.8,,,,-3.2
133,대전,2026/01/23 23:00,-2.5,,2.2,200,78,-5.8,,,,-3.5
133,대전,2026/01/24 0:00,-2.7,,2.1,230,81,-5.5,,,,-3.8
133,대전,2026/01/24 1:00,-1.8,,2.2,230,80,-4.8,,,,-3.7
133,대전,2026/01/24 2:00,-1.4,,1.3,270,86,-3.4,,,0.1,-2.5
133,대전,2026/01/24 3:00,-1.6,0.9,1.2,320,95,-2.3,,,2.2,-2
133,대전,2026/01/24 4:00,-1.8,,3.3,320,88,-3.5,,,2.3,-1.9
133,대전,2026/01/24 5:00,-3.5,,3.6,320,72,-7.8,,,2.3,-2.1
133,대전,2026/01/24 6:00,-5.2,0,1.3,50,62,-11.3,,,2.2,-2.6
133,대전,2026/01/24 7:00,-6.4,,1.8,50,63,-12.2,,,2.1,-3
133,대전,2026/01/24 8:00,-6.9,,0.5,340,63,-12.7,0.2,0.01,1.8,-3.3
133,대전,2026/01/24 9:00,-5.2,,0.5,250,57,-12.4,1,0.25,1.6,-2.6
133,대전,2026/01/24 10:00,-2.9,,1.6,340,49,-12.1,1,0.49,1.3,-1.8
133,대전,2026/01/24 11:00,-2.6,,3.7,340,40,-14.3,1,1.31,1,-1.4
133,대전,2026/01/24 12:00,-2.1,,2.8,320,34,-15.8,1,2.04,0.4,-1.2
133,대전,2026/01/24 13:00,-0.9,,3.1,320,33,-15.1,1,2.19,,-1
133,대전,2026/01/24 14:00,-0.4,,4,320,29,-16.3,1,2.14,,-0.9
133,대전,2026/01/24 15:00,-0.2,,3.7,290,26,-17.4,1,1.85,,-1.1
133,대전,2026/01/24 16:00,-0.1,,4.3,320,28,-16.4,1,1.34,,-1.3
133,대전,2026/01/24 17:00,-1.4,,3.2,320,31,-16.3,1,0.7,,-1.9
133,대전,2026/01/24 18:00,-2.5,,2.7,320,39,-14.5,0,0.07,,-2.7
133,대전,2026/01/24 19:00,-3,,2.7,320,43,-13.8,,,,-3.1
133,대전,2026/01/24 20:00,-3.4,,1.4,290,46,-13.3,,,,-3.5
133,대전,2026/01/24 21:00,-3.5,,1.6,320,51,-12.2,,,,-3.6
133,대전,2026/01/24 22:00,-3.6,,2,290,59,-10.4,,,,-3.7
133,대전,2026/01/24 23:00,-2.8,,1.4,320,60,-9.4,,,,-3.1
133,대전,2026/01/25 0:00,-3.6,0,1.9,320,66,-9,,,,-3.5
133,대전,2026/01/25 1:00,-3.8,,2.4,320,69,-8.6,,,,-3.5
133,대전,2026/01/25 2:00,-4.6,,2.9,20,68,-9.6,,,,-4.1
133,대전,2026/01/25 3:00,-5.6,0,3.3,340,46,-15.4,,,,-4.4
133,대전,2026/01/25 4:00,-6.9,,0.6,360,47,-16.3,,,,-5
133,대전,2026/01/25 5:00,-7,,0.3,0,44,-17.2,,,,-5.3
133,대전,2026/01/25 6:00,-7.4,,1.4,270,52,-15.5,,,,-5.5
133,대전,2026/01/25 7:00,-8.3,,0.6,70,59,-14.9,,,,-5.6
133,대전,2026/01/25 8:00,-8.5,,0.4,0,62,-14.4,0.2,0.02,,-5.7
133,대전,2026/01/25 9:00,-6.2,,1,360,55,-13.7,1,0.42,,-4.4
133,대전,2026/01/25 10:00,-3.4,,2.1,340,39,-15.4,1,1.1,,-2.9
133,대전,2026/01/25 11:00,-2,,2.2,340,33,-16.1,1,1.67,,-2
133,대전,2026/01/25 12:00,-0.7,,2,360,28,-16.9,1,2.06,,-1.5
133,대전,2026/01/25 13:00,0.9,,1.4,20,28,-15.6,1,2.2,,-1
133,대전,2026/01/25 14:00,2.4,,1.8,290,23,-16.6,1,2.14,,-0.8
133,대전,2026/01/25 15:00,1.8,,2.4,320,20,-18.8,1,1.85,,-0.9
133,대전,2026/01/25 16:00,1.7,,4,320,20,-18.9,1,1.39,,-1.1
133,대전,2026/01/25 17:00,0,,3.3,320,25,-17.7,1,0.71,,-1.7
133,대전,2026/01/25 18:00,-1.9,,3.2,320,32,-16.4,0.1,0.08,,-2.8
133,대전,2026/01/25 19:00,-3.6,,2.6,360,42,-14.6,,,,-3.5
133,대전,2026/01/25 20:00,-4.6,,1.9,20,51,-13.2,,,,-3.9
133,대전,2026/01/25 21:00,-5.4,,1.4,70,54,-13.2,,,,-4.4
133,대전,2026/01/25 22:00,-5.8,,2.2,70,57,-12.9,,,,-4.7
133,대전,2026/01/25 23:00,-6.5,,1.1,340,60,-12.9,,,,-5
133,대전,2026/01/26 0:00,-7,,1.5,360,64,-12.6,,,,-5.2
133,대전,2026/01/26 1:00,-7.6,,1.6,340,67,-12.6,,,,-5.4
133,대전,2026/01/26 2:00,-8.2,,1.6,340,70,-12.7,,,,-5.6
133,대전,2026/01/26 3:00,-8.4,,1.2,320,71,-12.7,,,,-5.8
133,대전,2026/01/26 4:00,-8.4,,1.4,340,72,-12.5,,,,-5.9
133,대전,2026/01/26 5:00,-8.8,,0.7,20,74,-12.6,,,,-6.1
133,대전,2026/01/26 6:00,-9.2,,1.5,320,78,-12.3,,,,-6.2
133,대전,2026/01/26 7:00,-9.3,,0.3,0,79,-12.2,,,,-6.3
133,대전,2026/01/26 8:00,-9,,0.8,340,79,-11.9,0,0.01,,-6.2
133,대전,2026/01/26 9:00,-8,,2.4,320,75,-11.6,0.2,0.28,,-5.2
133,대전,2026/01/26 10:00,-4.8,,1.2,180,57,-12,0.6,0.93,,-2.7
133,대전,2026/01/26 11:00,-1.9,,1.9,160,48,-11.4,1,1.54,,-1.6
133,대전,2026/01/26 12:00,0.1,,0.9,230,41,-11.6,1,1.89,,-1
133,대전,2026/01/26 13:00,0.5,,1.6,90,38,-12.2,0.9,1.87,,-0.6
133,대전,2026/01/26 14:00,0.8,,0.6,90,37,-12.2,0.1,1.13,,-0.1
133,대전,2026/01/26 15:00,1.3,,1.3,340,34,-12.8,0,0.9,,-0.1
133,대전,2026/01/26 16:00,2.2,,1.1,290,33,-12.4,0.5,0.84,,-0.5
133,대전,2026/01/26 17:00,0.9,,2.8,320,36,-12.5,0.3,0.46,,-0.9
133,대전,2026/01/26 18:00,-0.1,,1.1,230,47,-10,0,0.09,,-1.2
133,대전,2026/01/26 19:00,-0.7,,1,250,51,-9.6,,,,-1.5
133,대전,2026/01/26 20:00,-1.1,,1.1,290,54,-9.2,,,,-1.9
133,대전,2026/01/26 21:00,-1.5,,1.5,320,55,-9.3,,,,-2.4
133,대전,2026/01/26 22:00,-2,,1.4,320,53,-10.3,,,,-2.7
133,대전,2026/01/26 23:00,-2,,0.8,320,51,-10.8,,,,-2.8
133,대전,2026/01/27 0:00,-2.1,,0.5,340,53,-10.4,,,,-2.4
133,대전,2026/01/27 1:00,-1.9,,1.1,320,56,-9.5,,,,-2.2
133,대전,2026/01/27 2:00,-1.8,,1.7,320,61,-8.3,,,,-2.2
133,대전,2026/01/27 3:00,-1.7,0,2.5,320,73,-5.9,,,,-2.2
133,대전,2026/01/27 4:00,-1.8,,2.1,320,78,-5.1,,,,-2.2
133,대전,2026/01/27 5:00,-2.3,,1.5,340,73,-6.4,,,,-2.8
133,대전,2026/01/27 6:00,-3.4,0,2,340,73,-7.5,,,,-4
133,대전,2026/01/27 7:00,-4.3,,2.7,320,59,-11.1,,,,-4.7
133,대전,2026/01/27 8:00,-4.8,,1.6,340,61,-11.1,0,0.02,,-5
133,대전,2026/01/27 9:00,-2.8,,1,340,52,-11.3,1,0.39,,-3.6
133,대전,2026/01/27 10:00,-1.6,,2.4,340,49,-10.9,1,1.02,,-2.1
133,대전,2026/01/27 11:00,-0.6,,3.3,340,41,-12.2,1,1.6,,-1.3
133,대전,2026/01/27 12:00,0.9,,3.6,320,26,-16.4,1,2.05,,-0.9
133,대전,2026/01/27 13:00,1.8,,3.8,340,26,-15.7,1,2.24,,-0.5
133,대전,2026/01/27 14:00,2.7,,2.8,320,24,-15.9,1,2.16,,-0.4
133,대전,2026/01/27 15:00,2.6,,3,320,26,-15,1,1.86,,-0.6
133,대전,2026/01/27 16:00,2.3,,2.4,290,23,-16.7,1,1.37,,-0.8
133,대전,2026/01/27 17:00,0.3,,3.4,320,26,-17,1,0.73,,-1.4
133,대전,2026/01/27 18:00,-1.6,,2.2,340,37,-14.4,0.1,0.1,,-2.5
133,대전,2026/01/27 19:00,-3.1,,1.4,340,41,-14.5,,,,-3.5
133,대전,2026/01/27 20:00,-3.4,,2.7,320,41,-14.7,,,,-3.9
133,대전,2026/01/27 21:00,-3.6,,2.9,320,46,-13.5,,,,-4.2
133,대전,2026/01/27 22:00,-4,,2.3,320,48,-13.4,,,,-4.3
133,대전,2026/01/27 23:00,-4,,2,320,46,-13.9,,,,-4.5
133,대전,2026/01/28 0:00,-4.7,,1.7,320,50,-13.5,,,,-4.7
133,대전,2026/01/28 1:00,-5.8,,2.2,320,55,-13.4,,,,-5.2
133,대전,2026/01/28 2:00,-5.8,,2.6,320,57,-12.9,,,,-5.2
133,대전,2026/01/28 3:00,-6.6,,2.5,320,55,-14.1,,,,-5.5
133,대전,2026/01/28 4:00,-7.8,,1.7,360,48,-16.9,,,,-6.1
133,대전,2026/01/28 5:00,-8.7,,0.5,340,50,-17.2,,,,-6.5
133,대전,2026/01/28 6:00,-8.3,,0.8,270,44,-18.4,,,,-6.8
133,대전,2026/01/28 7:00,-9,,1.5,320,52,-17,,,,-6.9
133,대전,2026/01/28 8:00,-9,,1.9,340,55,-16.4,0.1,0.02,,-6.9
133,대전,2026/01/28 9:00,-6.2,,1,340,44,-16.4,1,0.43,,-5
133,대전,2026/01/28 10:00,-4.1,,2.4,20,33,-18,1,1.09,,-3.2
133,대전,2026/01/28 11:00,-3,,3.6,320,31,-17.7,1,1.69,,-2.3
133,대전,2026/01/28 12:00,-0.8,,2.1,340,25,-18.4,1,2.08,,-1.5
133,대전,2026/01/28 13:00,0.6,,4,320,19,-20.4,1,2.27,,-0.8
133,대전,2026/01/28 14:00,1.3,,5.6,320,18,-20.4,1,2.21,,-0.6
133,대전,2026/01/28 15:00,0.8,,5.1,320,18,-20.9,1,1.9,,-0.8
133,대전,2026/01/28 16:00,1,,3.3,320,19,-20.1,1,1.37,,-1.1
133,대전,2026/01/28 17:00,-0.7,,3.6,320,21,-20.3,1,0.72,,-1.8
133,대전,2026/01/28 18:00,-2,,2.8,320,25,-19.4,0.1,0.1,,-3
133,대전,2026/01/28 19:00,-2.7,,2.9,320,28,-18.7,,,,-3.9
133,대전,2026/01/28 20:00,-3.5,,2.7,320,33,-17.4,,,,-4.2
133,대전,2026/01/28 21:00,-4.4,,2.2,340,35,-17.5,,,,-4.7
133,대전,2026/01/28 22:00,-5.1,,2.3,340,38,-17.2,,,,-5.1
133,대전,2026/01/28 23:00,-5.2,,1.7,320,39,-17,,,,-5.3
133,대전,2026/01/29 0:00,-4.8,,1.6,290,41,-16,,,,-5.3
133,대전,2026/01/29 1:00,-5.3,,1.5,250,43,-15.9,,,,-5.4
133,대전,2026/01/29 2:00,-6.1,,0.9,250,47,-15.6,,,,-5.7
133,대전,2026/01/29 3:00,-5.9,,1.4,250,47,-15.4,,,,-5.6
133,대전,2026/01/29 4:00,-6.5,,1.5,270,53,-14.5,,,,-5.2
133,대전,2026/01/29 5:00,-6.9,,1.1,290,57,-14,,,,-5.5
133,대전,2026/01/29 6:00,-7,,0.1,0,57,-14.1,,,,-5.8
133,대전,2026/01/29 7:00,-7.1,,0.4,0,63,-12.9,,,,-5.8
133,대전,2026/01/29 8:00,-6.9,,2.1,340,63,-12.7,0,0.01,,-5.1
133,대전,2026/01/29 9:00,-5.5,,0.6,290,58,-12.4,0,0.17,,-3.7
133,대전,2026/01/29 10:00,-4,,0.6,290,45,-14.2,0,0.5,,-2
133,대전,2026/01/29 11:00,-1.7,,1.1,180,42,-12.9,0.4,1.1,,-1.1
133,대전,2026/01/29 12:00,0.3,,2.2,200,43,-10.8,0.9,1.68,,-0.5
133,대전,2026/01/29 13:00,0.7,,4.7,320,34,-13.4,0.7,1.73,,-0.2
133,대전,2026/01/29 14:00,1.9,,5,320,26,-15.6,1,2.17,,0
133,대전,2026/01/29 15:00,2.3,,5.4,320,24,-16.2,1,1.86,,-0.5
133,대전,2026/01/29 16:00,3.2,,3.5,320,21,-17,1,1.38,,-0.7
133,대전,2026/01/29 17:00,0.8,,4.8,320,19,-20.2,1,0.77,,-1.2
133,대전,2026/01/29 18:00,-0.4,,3.6,320,22,-19.5,0.2,0.12,,-2.1
133,대전,2026/01/29 19:00,-1.8,,2.5,320,26,-18.8,,,,-3.2
133,대전,2026/01/29 20:00,-2.5,,3.1,320,32,-16.9,,,,-3.8
133,대전,2026/01/29 21:00,-3.6,,1.3,320,37,-16.2,,,,-4.3
133,대전,2026/01/29 22:00,-3.8,,1.7,290,44,-14.2,,,,-4.6
133,대전,2026/01/29 23:00,-4,,1.5,290,45,-14.2,,,,-4.8
133,대전,2026/01/30 0:00,-4.6,,2.6,320,46,-14.4,,,,-5.1
133,대전,2026/01/30 1:00,-5.7,,2.7,320,48,-14.9,,,,-5.4
133,대전,2026/01/30 2:00,-6.6,,3.5,320,41,-17.7,,,,-5.8
133,대전,2026/01/30 3:00,-7.5,,2.2,320,40,-18.8,,,,-6.2
133,대전,2026/01/30 4:00,-8.1,,0.2,0,40,-19.3,,,,-6.6
133,대전,2026/01/30 5:00,-8.2,,1,340,41,-19.1,,,,-7
133,대전,2026/01/30 6:00,-8.6,,0.8,340,46,-18.1,,,,-6.9
133,대전,2026/01/30 7:00,-8.8,,1.4,270,49,-17.6,,,,-6.7
133,대전,2026/01/30 8:00,-8.8,,1,290,53,-16.6,0,0.02,,-6.9
133,대전,2026/01/30 9:00,-5.9,,0.5,250,44,-16.2,0.9,0.41,,-5.1
133,대전,2026/01/30 10:00,-4.2,,1.3,320,40,-15.8,1,1.08,,-3.1
133,대전,2026/01/30 11:00,-3.3,,3,320,37,-15.9,1,1.59,,-2.1
133,대전,2026/01/30 12:00,-1.4,,3.7,320,33,-15.6,1,1.98,,-1.3
133,대전,2026/01/30 13:00,-1.6,,3.3,320,31,-16.5,0.7,1.52,,-0.2
133,대전,2026/01/30 14:00,-0.1,,3.7,320,28,-16.4,0.8,1.49,,0.1
133,대전,2026/01/30 15:00,0.5,,3.3,320,22,-18.8,1,1.85,,-0.6
133,대전,2026/01/30 16:00,0.4,,3.6,320,23,-18.3,1,1.33,,-0.8
133,대전,2026/01/30 17:00,-0.5,,1.9,320,25,-18.1,1,0.79,,-1.4
133,대전,2026/01/30 18:00,-1.8,,2.7,320,27,-18.3,0.2,0.13,,-2.7
133,대전,2026/01/30 19:00,-3.6,,2.9,320,35,-16.8,,,,-4
133,대전,2026/01/30 20:00,-4.4,,1.2,70,43,-15.1,,,,-4.5
133,대전,2026/01/30 21:00,-5.4,,1.2,50,50,-14.2,,,,-5
133,대전,2026/01/30 22:00,-6.1,,0.9,360,53,-14.1,,,,-5.4
133,대전,2026/01/30 23:00,-6.7,,0.6,360,56,-14,,,,-5.9
133,대전,2026/01/31 0:00,-6.7,,0,0,58,-13.6,,,,-6.2
133,대전,2026/01/31 1:00,-7.9,,2.4,340,63,-13.7,,,,-6.3
133,대전,2026/01/31 2:00,-7.8,,0.1,0,62,-13.8,,,,-6.4
133,대전,2026/01/31 3:00,-8.2,,1.9,340,65,-13.6,,,,-6.6
133,대전,2026/01/31 4:00,-8.5,,0.8,320,66,-13.7,,,,-6.8
133,대전,2026/01/31 5:00,-8.6,,0.7,360,68,-13.4,,,,-6.9
133,대전,2026/01/31 6:00,-9,,0.2,0,69,-13.6,,,,-7.2
133,대전,2026/01/31 7:00,-9.7,,1.2,320,72,-13.8,,,,-7.4
133,대전,2026/01/31 8:00,-9.6,,0.8,320,73,-13.5,0,0.01,,-7.4
133,대전,2026/01/31 9:00,-7,,0.8,320,63,-12.8,1,0.44,,-5.5
133,대전,2026/01/31 10:00,-4.4,,1.6,140,53,-12.5,1,1.06,,-3.3
133,대전,2026/01/31 11:00,-2.2,,1,200,42,-13.4,1,1.6,,-1.7
133,대전,2026/01/31 12:00,-1.1,,1.9,320,24,-19.1,1,2.01,,-1
133,대전,2026/01/31 13:00,1.2,,3.1,20,21,-18.7,1,2.25,,-0.3
133,대전,2026/01/31 14:00,1.9,,4.4,320,21,-18.1,1,2.22,,0.2
133,대전,2026/01/31 15:00,2.8,,4.2,320,20,-18,1,1.91,,-0.3
133,대전,2026/01/31 16:00,2.7,,3.3,320,27,-14.4,1,1.38,,-0.6
133,대전,2026/01/31 17:00,1.4,,4.2,320,34,-12.7,1,0.74,,-1.1
133,대전,2026/01/31 18:00,-0.2,,3,320,41,-11.8,0.2,0.13,,-2.1
133,대전,2026/01/31 19:00,-1.3,,2.7,320,48,-10.9,,,,-2.9
133,대전,2026/01/31 20:00,-2.1,,1.9,340,51,-10.9,,,,-3.5
133,대전,2026/01/31 21:00,-3.1,,2.3,320,52,-11.5,,,,-4.1
133,대전,2026/01/31 22:00,-3.1,,1,320,50,-12,,,,-4.4
133,대전,2026/01/31 23:00,-3.4,,1,270,51,-12.1,,,,-4.8
133,대전,2026/02/01 0:00,-3.3,,0.9,230,58,-10.4,,,,-4.8
133,대전,2026/02/01 1:00,-3.7,,0.3,0,59,-10.5,,,,-3.7
133,대전,2026/02/01 2:00,-3,,0.9,270,56,-10.5,,,,-3.1
133,대전,2026/02/01 3:00,-2.9,0,1.1,290,61,-9.3,,,,-2.9
133,대전,2026/02/01 4:00,-3.2,,1.8,230,73,-7.3,,,0.3,-3.3
133,대전,2026/02/01 5:00,-3.2,,1.3,320,76,-6.8,,,0.3,-3
133,대전,2026/02/01 6:00,-3.9,0.1,1.5,340,81,-6.6,,,0.3,-3.6
133,대전,2026/02/01 7:00,-4.2,,2.1,340,85,-6.3,,,0.2,-4
133,대전,2026/02/01 8:00,-4.8,,1.7,340,88,-6.4,0,0.02,,-4.6
133,대전,2026/02/01 9:00,-3,,3.2,320,71,-7.5,0.7,0.36,,-3.6
133,대전,2026/02/01 10:00,-1.3,,2.9,320,45,-11.7,1,1.11,,-2.3
133,대전,2026/02/01 11:00,0,,2.3,360,35,-13.6,1,1.71,,-1.4
133,대전,2026/02/01 12:00,0.9,,2.6,340,28,-15.6,1,2.1,,-0.8
133,대전,2026/02/01 13:00,2,,3.3,320,25,-16,1,2.27,,-0.2
133,대전,2026/02/01 14:00,2.9,,2.4,340,24,-15.7,1,2.2,,0.6
133,대전,2026/02/01 15:00,4,,4.1,320,25,-14.3,1,1.89,,0
133,대전,2026/02/01 16:00,3.8,,3.3,320,27,-13.5,1,1.36,,-0.3
133,대전,2026/02/01 17:00,2.1,,3.1,340,32,-12.9,1,0.69,,-0.9
133,대전,2026/02/01 18:00,0.5,,2.6,320,37,-12.5,0.2,0.14,,-1.5
133,대전,2026/02/01 19:00,-0.2,,2.2,320,39,-12.5,,,,-2.2
133,대전,2026/02/01 20:00,-0.8,,1.5,290,43,-11.8,,,,-2.9
133,대전,2026/02/01 21:00,-1.5,,1.1,270,46,-11.6,,,,-3.5
133,대전,2026/02/01 22:00,-2,,1.5,230,50,-11,,,,-3.8
133,대전,2026/02/01 23:00,-1.3,,2.7,200,57,-8.7,,,,-3.7
133,대전,2026/02/02 0:00,-2.1,,2.3,200,59,-9,,,,-4
133,대전,2026/02/02 1:00,-2.2,,1.3,200,63,-8.3,,,,-3.6
133,대전,2026/02/02 2:00,-2.1,,1.3,230,73,-6.2,,,,-2.9
133,대전,2026/02/02 3:00,-2.9,0.2,1.9,200,89,-4.4,,,0.2,-3
133,대전,2026/02/02 4:00,-3.1,,1.9,140,89,-4.6,,,0.2,-3
133,대전,2026/02/02 5:00,-2.5,,0.8,360,94,-3.3,,,1.7,-2.2
133,대전,2026/02/02 6:00,-2.3,1.2,0.2,0,95,-2.9,,,2.7,-2
133,대전,2026/02/02 7:00,-2.7,,0.1,0,93,-3.6,,,2.7,-2.1
133,대전,2026/02/02 8:00,-3,,0.3,0,94,-3.8,0,0.01,2.5,-2.4
133,대전,2026/02/02 9:00,-1.5,0,1.7,340,83,-4,0.7,0.49,2.3,-1.9
133,대전,2026/02/02 10:00,0,,3.2,320,64,-6,0.7,1.05,2,-1.1
133,대전,2026/02/02 11:00,-1.4,,3.7,320,79,-4.5,0.2,0.69,3.9,-1.2
